date,crvusd_collateral,crvusd_debt,crvusd_loans,crvusd_rate,pegkeeper_debt,pegkeeper_pool_liquidity,crvusd_total_supply,aave_usdc_rate,aave_usdt_rate,aave_avg_rate,binance_eth_rate,binance_btc_rate,binance_avg_rate,scrvusd_apy,scrvusd_crvusd_supply,scrvusd_supply,scrvusd_virtual_price,resupply_crvusd
2023-11-29,259611904.712551,151251772.411544,1059,0.134550644301881,0,75714689.8683936,151251772.411544,0,0,0,0,0,0,0,0,0,0,
2023-11-30,247180909.680477,143755692.210132,1043,0.138612243841951,0,75914545.3159054,143755692.210132,0,0,0,0,0,0,0,0,0,0,
2023-12-01,248790322.304095,141912952.808744,1036,0.139310795557097,0,75951173.8291265,141912952.808744,0,0,0,0,0,0,0,0,0,0,
2023-12-02,251463422.826441,142107493.038188,1035,0.140745576552492,0,75280989.3249764,142107493.038188,0,0,0,0,0,0,0,0,0,0,
2023-12-03,255678746.489616,142078649.752166,1028,0.139616600971732,0,75688505.1953578,142078649.752166,0,0,0,0,0,0,0,0,0,0,
2023-12-04,270024650.135522,148720875.709697,1029,0.150227438201721,0,75202254.4516275,148720875.709697,0,0,0,0,0,0,0,0,0,0,
2023-12-05,273764816.724187,150570010.240025,1020,0.152226580450779,0,75492447.2809371,150570010.240025,0,0,0,0,0,0,0,0,0,0,
2023-12-06,269210897.117293,149901082.574586,1003,0.158623558310675,0,75446629.9395663,149901082.574586,0,0,0,0,0,0,0,0,0,0,
2023-12-07,258056823.257832,147739398.761206,996,0.152168398937573,0,75356621.3492022,147739398.761206,0,0,0,0,0,0,0,0,0,0,
2023-12-08,258759212.114087,144645647.089062,996,0.145399240334333,0,75000826.8593262,144645647.089062,0,0,0,0,0,0,0,0,0,0,
2023-12-09,239442651.105724,133422941.158897,983,0.134411832817411,0,75103051.6953359,133422941.158897,0,0,0,0,0,0,0,0,0,0,
2023-12-10,218130712.923676,122290749.635652,965,0.122891160628114,0,75071918.6110127,122290749.635652,0,0,0,0,0,0,0,0,0,0,
2023-12-11,196247221.742474,116612789.066296,961,0.102684819027946,0,76564479.8527737,116612789.066296,0,0,0,0,0,0,0,0,0,0,
2023-12-12,186974987.217937,113998529.568986,960,0.047640117311025,12529355.9769094,87058823.6337241,126527885.545895,0,0,0,0,0,0,0,0,0,0,
2023-12-13,185761175.540885,115610394.221081,966,0.0560237674735523,8603078.15512254,81294622.2833219,124213472.376203,0,0,0,0,0,0,0,0,0,0,
2023-12-14,201682995.594782,116807031.995895,971,0.0829016355232979,4635850.08382818,76618032.0594991,121442882.079724,0,0,0,0,0,0,0,0,0,0,
2023-12-15,200002778.533605,116873741.946171,976,0.083892105101947,4580380.9070867,76812475.6266818,121454122.853258,0,0,0,0,0,0,0,0,0,0,
2023-12-16,194418129.615697,116862159.190759,977,0.0824550535756446,4580380.9070867,78236403.7085569,121442540.097845,0,0,0,0,0,0,0,0,0,0,
2023-12-17,191243180.254275,116862894.648467,977,0.0830717463133677,4580380.9070867,78442657.4994073,121443275.555554,0,0,0,0,0,0,0,0,0,0,
2023-12-18,180105867.321749,112192274.63361,978,0.0797505597523644,4580380.9070867,78736105.8647199,116772655.540696,0,0,0,0,0,0,0,0,0,0,
2023-12-19,182155481.106822,103193721.493259,975,0.0836792444043873,4580380.9070867,79174616.7109801,107774102.400346,0,0,0,0,0,0,0,0,0,0,
2023-12-20,182261516.985445,103127685.046,970,0.111535911276257,612623.12039192,73114169.7213674,103740308.166391,0,0,0,0,0,0,0,0,0,0,
2023-12-21,185535876.873819,104129070.971368,968,0.120147344305027,73333.4053784717,71181113.0441094,104202404.376746,0,0,0,0,0,0,0,0,0,0,
2023-12-22,190361130.920508,104538377.587002,964,0.125707593186133,73333.4053784717,71576311.6579831,104611710.992381,0,0,0,0,0,0,0,0,0,0,
2023-12-23,190190247.851522,105142303.291296,965,0.127722615433541,73333.4053784717,71312226.853516,105215636.696675,0,0,0,0,0,0,0,0,0,0,
2023-12-24,189644156.297111,104619997.64156,965,0.126025786698468,73333.4053784717,71104810.1608556,104693331.046938,0,0,0,0,0,0,0,0,0,0,
2023-12-25,184485841.617413,103299519.266028,961,0.123179435929499,73333.4053784717,72080800.693293,103372852.671406,0,0,0,0,0,0,0,0,0,0,
2023-12-26,180402612.407298,103350063.683613,956,0.122149588416234,73333.4053784717,71888146.4163079,103423397.088992,0,0,0,0,0,0,0,0,0,0,
2023-12-27,181839333.619643,103508798.174331,956,0.121523357155774,73333.4053784717,71687934.5928563,103582131.57971,0,0,0,0,0,0,0,0,0,0,
2023-12-28,189609559.694576,103370607.777381,953,0.124637907482388,73333.4053784717,70144985.3503791,103443941.182759,0,0,0,0,0,0,0,0,0,0,
2023-12-29,183167937.835909,102557191.058963,951,0.122129302274734,73333.4053784717,69451609.3584383,102630524.464341,0,0,0,0,0,0,0,0,0,0,
2023-12-30,176052837.159202,101761864.736598,945,0.120789462881094,73333.4053784717,69094043.9749789,101835198.141976,0,0,0,0,0,0,0,0,0,0,
2023-12-31,177579859.484313,102043163.82665,941,0.122720514538337,73333.4053784717,69098993.5517694,102116497.232028,0,0,0,0,0,0,0,0,0,0,
2024-01-01,178394137.103628,102818796.599559,941,0.123335806067696,73333.4053784717,69089204.0815453,102892130.004937,0,0,0,0,0,0,0,0,0,0,
2024-01-02,190310803.624414,103279708.83497,929,0.127961109478545,73333.4053784717,69089096.3444721,103353042.240349,0,0,0,0,0,0,0,0,0,0,
2024-01-03,181015457.176003,100982488.978632,913,0.12410370901026,73333.4053784717,68692016.4147257,101055822.384011,0,0,0,0,0,0,0,0,0,0,
2024-01-04,170814480.602863,95727695.8570236,904,0.118897782199882,0,68125296.1313198,95727695.8570236,0,0,0,0,0,0,0,0,0,0,
2024-01-05,172322925.672347,95636822.1436947,900,0.109631020515982,0,67144645.1653263,95636822.1436947,0,0,0,0,0,0,0,0,0,0,
2024-01-06,173081400.909006,96097900.3884107,900,0.0965695823668777,1290837.49981523,68098216.9597822,97388737.8882259,0,0,0,0,0,0,0,0,0,0,
2024-01-07,180347718.859121,100369231.475486,903,0.0925568314620083,2350866.14232399,69451003.6626062,102720097.61781,0,0,0,0,0,0,0,0,0,0,
2024-01-08,180865111.382141,100403694.377001,902,0.112257363693671,2350866.14232399,69317337.3514943,102754560.519325,0,0,0,0,0,0,0,0,0,0,
2024-01-09,184598324.009005,99775646.7919474,867,0.124653505567721,0,64947197.5631061,99775646.7919474,0,0,0,0,0,0,0,0,0,0,
2024-01-10,183933690.09253,98748206.3123272,846,0.126212731632379,0,63064038.8795403,98748206.3123272,0,0,0,0,0,0,0,0,0,0,
2024-01-11,191743686.369224,97032483.5418957,814,0.127629169618833,0,63137852.9513733,97032483.5418957,0,0,0,0,0,0,0,0,0,0,
2024-01-12,187733367.232869,95660228.6178709,795,0.125167327709414,0,61222965.5276809,95660228.6178709,0,0,0,0,0,0,0,0,0,0,
2024-01-13,178213887.215415,95288779.5811169,784,0.123159756805934,0,59506322.8056119,95288779.5811169,0,0,0,0,0,0,0,0,0,0,
2024-01-14,178139868.668563,95486754.0161214,781,0.123938908558113,0,59258820.611093,95486754.0161214,0,0,0,0,0,0,0,0,0,0,
2024-01-15,175650028.093516,95588415.8535829,773,0.123840733139232,0,59140467.1481757,95588415.8535829,0,0,0,0,0,0,0,0,0,0,
2024-01-16,177705494.617161,95929747.6474447,771,0.123586792536791,0,53578560.8892792,95929747.6474447,0,0,0,0,0,0,0,0,0,0,
2024-01-17,180070089.25239,96980287.0687522,768,0.123144203366404,0,48678717.1429838,96980287.0687522,0,0,0,0,0,0,0,0,0,0,
2024-01-18,175476110.403217,96533069.2741758,763,0.122102489738193,0,48528717.1429838,96533069.2741758,0,0,0,0,0,0,0,0,0,0,
2024-01-19,166035352.843321,94762454.7095271,759,0.116941704091467,211376.197102504,49032430.0642509,94973830.9066296,0,0,0,0,0,0,0,0,0,0,
2024-01-20,165687234.951958,94077816.998444,755,0.103717417081721,211376.197102504,49211801.1561684,94289193.1955465,0,0,0,0,0,0,0,0,0,0,
2024-01-21,166565659.73735,94693808.4918589,757,0.0784055250849783,3896118.95757323,53059126.697195,98589927.4494322,0,0,0,0,0,0,0,0,0,0,
2024-01-22,164058157.310774,95880930.7262346,762,0.0497151537054661,5061643.33008429,53539004.454074,100942574.056319,0,0,0,0,0,0,0,0,0,0,
2024-01-23,156840324.85166,95448535.7711078,765,0.0307226735263874,13386041.632033,58436432.8412686,108834577.403141,0,0,0,0,0,0,0,0,0,0,
2024-01-24,155827407.681933,94867715.4781557,780,0.0237660577587222,15080360.1855402,59939563.5901514,109948075.663696,0,0,0,0,0,0,0,0,0,0,
2024-01-25,155589496.334451,95503066.0433163,784,0.0309466908222303,12326736.4801584,58145725.9893121,107829802.523475,0,0,0,0,0,0,0,0,0,0,
2024-01-26,159204798.229516,96285658.4352205,786,0.0319412561478607,12326736.4801584,57378230.5914549,108612394.915379,0,0,0,0,0,0,0,0,0,0,
2024-01-27,166618557.921698,98472257.6964125,791,0.0373767399005099,10968810.0173218,54936862.1700349,109441067.713734,0,0,0,0,0,0,0,0,0,0,
2024-01-28,172910442.052981,100614876.560371,796,0.0525507520611225,9849894.04222623,53824232.9836302,110464770.602597,0,0,0,0,0,0,0,0,0,0,
2024-01-29,176422526.752719,102615572.688396,799,0.0641447953464022,6027361.87990224,50015157.1535157,108642934.568299,0,0,0,0,0,0,0,0,0,0,
2024-01-30,185198668.074695,104927981.689231,796,0.0670702012033398,5604846.46792056,49314003.9866771,110532828.157152,0,0,0,0,0,0,0,0,0,0,
2024-01-31,185104972.250102,105747755.147363,794,0.0711296437047378,5190452.41560712,45408926.4048341,110938207.56297,0,0,0,0,0,0,0,0,0,0,
2024-02-01,181530516.094058,106160959.915104,794,0.0721515056855798,5190452.41560712,46210951.4910028,111351412.330711,0,0,0,0,0,0,0,0,0,0,
2024-02-02,184295024.773312,106360644.092196,798,0.0715483509365069,5190452.41560712,49831546.2154167,111551096.507803,0,0,0,0,0,0,0,0,0,0,
2024-02-03,185342891.551872,106780367.836527,798,0.0685677015723702,5552664.497022,50501178.571534,112333032.333549,0,0,0,0,0,0,0,0,0,0,
2024-02-04,183805973.365149,106361899.983894,798,0.0687304847008946,5552664.497022,51865735.0056505,111914564.480916,0,0,0,0,0,0,0,0,0,0,
2024-02-05,177402050.318119,105131415.468579,798,0.0684531209129438,5552664.497022,52848179.1306071,110684079.965601,0,0,0,0,0,0,0,0,0,0,
2024-02-06,170559449.554558,104681986.26776,799,0.0662040210068464,5552664.497022,53624427.1209722,110234650.764782,0,0,0,0,0,0,0,0,0,0,
2024-02-07,173608457.934384,104635371.619057,800,0.0638018218731271,6104454.7931635,55380052.5790924,110739826.412221,0,0,0,0,0,0,0,0,0,0,
