date,crvusd_collateral,crvusd_debt,crvusd_loans,crvusd_rate,pegkeeper_debt,pegkeeper_pool_liquidity,crvusd_total_supply,aave_usdc_rate,aave_usdt_rate,aave_avg_rate,binance_eth_rate,binance_btc_rate,binance_avg_rate,scrvusd_apy,scrvusd_crvusd_supply,scrvusd_supply,scrvusd_virtual_price,resupply_crvusd
2024-02-08,179162856.220052,105324121.177423,801,0.0647559924813913,6104454.7931635,56213163.7477959,111428575.970587,0,0,0,0,0,0,0,0,0,0,
2024-02-09,184437023.519845,106343892.963029,801,0.0692969105188476,6104454.7931635,58675796.0828767,112448347.756193,0,0,0,0,0,0,0,0,0,0,
2024-02-10,188132125.142179,107444380.449169,804,0.0733278446037707,5414448.51637783,58451024.0243421,112858828.965547,0,0,0,0,0,0,0,0,0,0,
2024-02-11,191009066.677959,108753083.650463,807,0.0713429836313076,4939854.92612129,57443140.0704779,113692938.576585,0,0,0,0,0,0,0,0,0,0,
2024-02-12,192239347.415153,108732207.353855,804,0.070368229753207,5504819.17681961,56458480.5096405,114237026.530674,0,0,0,0,0,0,0,0,0,0,
2024-02-13,199730890.340559,109119316.718042,799,0.0709457989073447,5504819.17681961,55647660.9492162,114624135.894862,0,0,0,0,0,0,0,0,0,0,
2024-02-14,209625476.67402,114998575.910019,803,0.0736059540986002,5504819.17681961,55744553.4721894,120503395.086839,0,0,0,0,0,0,0,0,0,0,
2024-02-15,229426096.40631,125537432.1987,812,0.07992915230684,4993975.93549655,54897551.1419084,130531408.134196,0,0,0,0,0,0,0,0,0,0,
2024-02-16,233496523.276387,129193957.921727,823,0.0765216864859084,4993975.93549655,54861114.6500018,134187933.857223,0,0,0,0,0,0,0,0,0,0,
2024-02-17,233186329.96934,132124467.462752,840,0.0818028476474792,4993975.93549655,54682139.5087711,137118443.398249,0,0,0,0,0,0,0,0,0,0,
2024-02-18,237377948.382391,134223513.478646,859,0.0842734630893827,4993975.93549655,54882222.9644472,139217489.414143,0,0,0,0,0,0,0,0,0,0,
2024-02-19,247619492.902272,137309101.662343,885,0.0845914468324058,4993975.93549655,55034771.4675982,142303077.597839,0,0,0,0,0,0,0,0,0,0,
2024-02-20,249844611.833638,138406955.955299,919,0.0839312747346419,4993975.93549655,54910806.2212472,143400931.890796,0,0,0,0,0,0,0,0,0,0,
2024-02-21,249619882.652833,138091139.52361,929,0.0846324009574702,4993975.93549655,55217216.9629108,143085115.459107,0,0,0,0,0,0,0,0,0,0,
2024-02-22,253143613.001737,140049235.956791,939,0.086713265775256,4993975.93549655,54503818.5533352,145043211.892288,0,0,0,0,0,0,0,0,0,0,
2024-02-23,252652496.9547,142324887.020621,954,0.0886700676770771,4993975.93549655,55713737.4751007,147318862.956118,0,0,0,0,0,0,0,0,0,0,
2024-02-24,254644038.555872,143517331.097648,960,0.0873133578288344,4993975.93549655,58433695.7294495,148511307.033145,0,0,0,0,0,0,0,0,0,0,
2024-02-25,262863402.363185,144755970.407564,969,0.0886697004793086,4993975.93549655,57957267.6016824,149749946.343061,0,0,0,0,0,0,0,0,0,0,
2024-02-26,264799533.564463,145044307.550593,979,0.0935012813292823,4939854.92612129,57802212.5975628,149984162.476714,0,0,0,0,0,0,0,0,0,0,
2024-02-27,278328692.573445,148034171.520358,985,0.097887565565403,4939854.92612129,57170473.1996541,152974026.44648,0,0,0,0,0,0,0,0,0,0,
2024-02-28,287985899.482454,150743528.730259,1000,0.100431935221926,4939854.92612129,57450497.127219,155683383.656381,0,0,0,0,0,0,0,0,0,0,
2024-02-29,306248316.553366,156475635.2277,1007,0.123329143495439,4939854.92612129,57151295.7668103,161415490.153821,0,0,0,0,0,0,0,0,0,0,
2024-03-01,304861366.738861,160782001.563033,1016,0.155013147926938,1876815.65180752,53023670.805712,162658817.214841,0,0,0,0,0,0,0,0,0,0,
2024-03-02,309263905.835182,162312652.251062,1027,0.168218519066033,129091.925992566,52088840.3469591,162441744.177054,0,0,0,0,0,0,0,0,0,0,
2024-03-03,307032262.292977,162059339.754804,1023,0.172440020879021,0,50419986.3609737,162059339.754804,0,0,0,0,0,0,0,0,0,0,
2024-03-04,318430164.721693,153312120.696967,1030,0.149458140512888,0,50198737.0588104,153312120.696967,0,0,0,0,0,0,0,0,0,0,
2024-03-05,331410221.232041,157067685.46323,1040,0.154396310916388,0,49152998.3604595,157067685.46323,0,0,0,0,0,0,0,0,0,0,
2024-03-06,327981111.359,157073535.181899,1050,0.156152491896538,0,49189571.6443736,157073535.181899,0,0,0,0,0,0,0,0,0,0,
2024-03-07,340139403.936962,159957026.165451,1052,0.153170566385459,0,50413263.2378345,159957026.165451,0,0,0,0,0,0,0,0,0,0,
2024-03-08,350169721.747734,164437231.594287,1061,0.174940464655007,0,50520646.3159072,164437231.594287,0,0,0,0,0,0,0,0,0,0,
2024-03-09,345806784.13974,163392741.011119,1064,0.299228555633696,0,50823987.1282265,163392741.011119,0,0,0,0,0,0,0,0,0,0,
2024-03-10,336604817.992287,160317995.44945,1057,0.333974639085436,0,52120290.7417464,160317995.44945,0,0,0,0,0,0,0,0,0,0,
2024-03-11,329301388.193704,158150611.839035,1070,0.317734531458717,0,52848380.8477703,158150611.839035,0,0,0,0,0,0,0,0,0,0,
2024-03-12,336945625.69851,160960580.174556,1096,0.332946560483282,0,49448502.8979776,160960580.174556,0,0,0,0,0,0,0,0,0,0,
2024-03-13,330017846.215652,157672443.635218,1106,0.340987037240287,0,47874976.5016115,157672443.635218,0,0,0,0,0,0,0,0,0,0,
2024-03-14,318298246.165407,156921952.002932,1116,0.340694645806303,0,48054485.6264507,156921952.002932,0,0,0,0,0,0,0,0,0,0,
2024-03-15,293309188.783012,157735781.546821,1130,0.152420937275007,0,48399162.2703862,157735781.546821,0,0,0,0,0,0,0,0,0,0,
2024-03-16,291331460.408623,160226824.646445,1132,0.14363519621634,0,48356409.33405,160226824.646445,0,0,0,0,0,0,0,0,0,0,
2024-03-17,274052485.365729,161968518.98891,1122,0.140715349417706,0,48367922.9469056,161968518.98891,0,0,0,0,0,0,0,0,0,0,
2024-03-18,282452334.666601,164271285.294103,1134,0.168498502125231,0,47686335.0624453,164271285.294103,0,0,0,0,0,0,0,0,0,0,
2024-03-19,258031891.555106,161111830.911649,1125,0.135167140006571,0,47499387.7554891,161111830.911649,0,0,0,0,0,0,0,0,0,0,
2024-03-20,247027613.210398,160051319.765135,1100,0.132996192752131,0,46055404.4607049,160051319.765135,0,0,0,0,0,0,0,0,0,0,
2024-03-21,267524505.52452,153246140.236627,1082,0.173185384497202,0,45631897.2866248,153246140.236627,0,0,0,0,0,0,0,0,0,0,
2024-03-22,258630352.247006,150677549.534968,1072,0.140706388216205,0,44586790.5557614,150677549.534968,0,0,0,0,0,0,0,0,0,0,
2024-03-23,249140294.38551,150224161.393607,1065,0.139498965235881,0,43835206.968489,150224161.393607,0,0,0,0,0,0,0,0,0,0,
2024-03-24,252036802.488862,150451208.638523,1067,0.146148675829247,0,43843635.7601456,150451208.638523,0,0,0,0,0,0,0,0,0,0,
2024-03-25,266312391.857493,151850931.883856,1072,0.167269107667862,0,44091524.180949,151850931.883856,0,0,0,0,0,0,0,0,0,0,
2024-03-26,277724067.05273,151308685.795931,1075,0.211283492387952,0,44354471.5687044,151308685.795931,0,0,0,0,0,0,0,0,0,0,
2024-03-27,273595525.163074,149192558.133944,1073,0.195494752314004,0,44137512.6483113,149192558.133944,0,0,0,0,0,0,0,0,0,0,
2024-03-28,273753519.858783,150273609.272976,1076,0.218150839204312,0,44137512.6483113,150273609.272976,0,0,0,0,0,0,0,0,0,0,
2024-03-29,274152961.489613,150544265.392178,1079,0.231798035941743,0,44069435.113685,150544265.392178,0,0,0,0,0,0,0,0,0,0,
2024-03-30,271262836.795491,151052278.491984,1079,0.214148780777898,0,43867064.9880583,151052278.491984,0,0,0,0,0,0,0,0,0,0,
2024-03-31,273958576.04267,150236399.155279,1080,0.239391289567414,0,43569878.8929774,150236399.155279,0,0,0,0,0,0,0,0,0,0,
2024-04-01,267603007.694426,147461234.816912,1078,0.211489239714827,0,43194046.3729757,147461234.816912,0,0,0,0,0,0,0,0,0,0,
2024-04-02,246855781.936507,148937837.812725,1076,0.193799411906211,0,43167203.0963929,148937837.812725,0,0,0,0,0,0,0,0,0,0,
2024-04-03,241812961.460028,148985071.024052,1076,0.24618308277338,0,42329241.2206172,148985071.024052,0,0,0,0,0,0,0,0,0,0,
2024-04-04,243576040.642413,147823529.932925,1067,0.273672296878429,0,42693013.1934958,147823529.932925,0,0,0,0,0,0,0,0,0,0,
2024-04-05,243458376.443617,147386672.671206,1063,0.265988972417948,0,42658745.0839468,147386672.671206,0,0,0,0,0,0,0,0,0,0,
2024-04-06,244597870.726872,146881515.058684,1058,0.224219706847202,0,42161098.393607,146881515.058684,0,0,0,0,0,0,0,0,0,0,
2024-04-07,250249379.562022,146711697.639842,1054,0.213957410659641,0,41162785.639966,146711697.639842,0,0,0,0,0,0,0,0,0,0,
2024-04-08,260857484.715252,147142686.246601,1051,0.263000588712177,0,41203638.302252,147142686.246601,0,0,0,0,0,0,0,0,0,0,
2024-04-09,263539830.246604,144007683.65653,1045,0.220513692056563,0,40291723.3512346,144007683.65653,0,0,0,0,0,0,0,0,0,0,
2024-04-10,254022617.757932,143381124.377076,1042,0.194918764056665,0,39687328.3452644,143381124.377076,0,0,0,0,0,0,0,0,0,0,
2024-04-11,257613858.771417,144050913.988809,1036,0.284368550046959,0,38970661.4849088,144050913.988809,0,0,0,0,0,0,0,0,0,0,
2024-04-12,248928357.412587,141780065.088865,1027,0.256273226083829,0,38974293.1068864,141780065.088865,0,0,0,0,0,0,0,0,0,0,
2024-04-13,228801025.560194,138851657.941089,1021,0.201119627568602,0,39374056.9646324,138851657.941089,0,0,0,0,0,0,0,0,0,0,
2024-04-14,194202956.998088,121825265.73233,989,0.148247062114086,0,37090045.7771689,121825265.73233,0,0,0,0,0,0,0,0,0,0,
2024-04-15,201993295.031261,122340292.860676,986,0.149358105373262,0,37329546.3240405,122340292.860676,0,0,0,0,0,0,0,0,0,0,
2024-04-16,187764714.290177,119191369.710437,989,0.134331615979756,0,36581609.2771442,119191369.710437,0,0,0,0,0,0,0,0,0,0,
2024-04-17,180863422.195649,116160187.98006,987,0.119729400191032,0,35420397.104166,116160187.98006,0,0,0,0,0,0,0,0,0,0,
2024-04-18,180086978.712845,115325245.602749,978,0.114741778943736,563702.723455754,35381929.8165545,115888948.326205,0,0,0,0,0,0,0,0,0,0,
2024-04-19,186222089.210765,116140105.346912,977,0.117431542240176,563702.723455754,35321224.7127752,116703808.070368,0,0,0,0,0,0,0,0,0,0,
2024-04-20,186761061.116741,116091995.649405,976,0.117984012345252,563702.723455754,35457627.9173073,116655698.37286,0,0,0,0,0,0,0,0,0,0,
2024-04-21,193227179.146948,117600827.794113,983,0.119218122970065,563702.723455754,34859922.5020075,118164530.517569,0,0,0,0,0,0,0,0,0,0,
2024-04-22,197941069.031674,119250368.969983,985,0.125074528537676,246055.70295592,34288429.9780744,119496424.672939,0,0,0,0,0,0,0,0,0,0,
2024-04-23,202794751.150122,120968930.772179,988,0.132241514486933,0,33336411.5917813,120968930.772179,0,0,0,0,0,0,0,0,0,0,
2024-04-24,202473246.704507,120942957.555882,989,0.129762201005553,0,32355424.7259758,120942957.555882,0,0,0,0,0,0,0,0,0,0,
2024-04-25,197191453.02021,121096456.643928,990,0.12950160867459,0,32584911.7462255,121096456.643928,0,0,0,0,0,0,0,0,0,0,
2024-04-26,197907436.831245,121432166.070313,990,0.126921512430842,0,32672050.5045299,121432166.070313,0,0,0,0,0,0,0,0,0,0,
2024-04-27,197672218.659049,122042708.461005,989,0.129120375315872,0,32693872.2349224,122042708.461005,0,0,0,0,0,0,0,0,0,0,
2024-04-28,205895807.665265,122861403.308168,986,0.113686667186547,0,32712537.0764361,122861403.308168,0,0,0,0,0,0,0,0,0,0,
2024-04-29,202156984.823892,122544013.860332,987,0.0867617314304327,1725148.29129517,34365266.8374523,124269162.151627,0,0,0,0,0,0,0,0,0,0,
2024-04-30,199981654.896375,122586237.529717,989,0.0645414561974265,7335698.23109635,39646037.6133588,129921935.760814,0,0,0,0,0,0,0,0,0,0,
2024-05-01,190717630.665405,122962706.540469,990,0.0344052243282549,13376772.1499336,42476397.5473968,136339478.690402,0,0,0,0,0,0,0,0,0,0,
2024-05-02,201449330.963371,128221269.71259,991,0.0760257696322781,17357753.9683204,46325432.6694853,145579023.680911,0,0,0,0,0,0,0,0,0,0,
2024-05-03,207754250.533609,129540138.479261,993,0.138158811706285,19925.149396018,29119357.0638954,129560063.628657,0,0,0,0,0,0,0,0,0,0,
2024-05-04,217788299.930937,130057030.817737,996,0.148382362007956,19925.149396018,28781406.564996,130076955.967133,0,0,0,0,0,0,0,0,0,0,
2024-05-05,216645826.519192,128503927.240758,995,0.143397412057962,19925.149396018,26107560.2784025,128523852.390154,0,0,0,0,0,0,0,0,0,0,
2024-05-06,217483379.576987,129021593.839407,993,0.149886938518166,19925.149396018,26141819.7540847,129041518.988803,0,0,0,0,0,0,0,0,0,0,
2024-05-07,214816007.382683,129516173.94364,997,0.151134413909866,19925.149396018,26229015.2817138,129536099.093036,0,0,0,0,0,0,0,0,0,0,
2024-05-08,209859186.734711,129748454.508446,998,0.147522594773897,19925.149396018,26250669.5158733,129768379.657842,0.0720530244277338,0.0636849102937925,0.0678689673607632,0.09124635,0.07203275,0.08163955,0,0,0,0,
2024-05-09,203942126.895713,127786527.224112,992,0.125569551995509,19925.149396018,27370104.6838899,127806452.373508,0.0703076698983696,0.0553124990845231,0.0628100844914463,0.1095,0.0591884,0.0843442,0,0,0,0,
2024-05-10,206484827.986601,128277909.735961,991,0.126187516090893,19925.149396018,26985057.0667924,128297834.885357,0.0742813862803279,0.0646033444334263,0.0694423653568771,0.08824605,0.05333745,0.07079175,0,0,0,0,
2024-05-11,200122176.847749,128105493.733166,994,0.124827732912154,19925.149396018,26336396.3469004,128125418.882562,0.0652422238124951,0.059857225657465,0.06254972473498,0.08316525,0.06467435,0.0739198,0,0,0,0,
2024-05-12,204303850.895417,129211046.138939,997,0.128480769867108,19925.149396018,26017225.7238741,129230971.288335,0.0716565659745633,0.0620248310502804,0.0668406985124219,0.0786283,0.0563341,0.0674812,0,0,0,0,
2024-05-13,213742835.74672,131321256.430129,997,0.129896929111019,19925.149396018,26111711.4789982,131341181.579525,0.0720387802973786,0.0601784729406487,0.0661086266190136,0.09427585,0.100813,0.097544425,0,0,0,0,
2024-05-14,213486068.715248,131286177.351771,998,0.123260586869237,19925.149396018,26127751.2796915,131306102.501167,0.0733016316971731,0.0611760137681151,0.0672388227326441,0.0995136,0.0885417,0.09402765,0,0,0,0,
2024-05-15,215053465.906174,130504936.892421,997,0.110850189564906,1014451.3630318,26952837.6597806,131519388.255453,0.0709623817513602,0.0615632085250196,0.0662627951381899,0.09976545,0.0437562,0.071760825,0,0,0,0,
2024-05-16,224559056.276828,130883996.27603,997,0.126474928934693,19925.149396018,24365240.3843143,130903921.425426,0.0681874069071527,0.0654571637662664,0.0668222853367096,0.07976345,0.03939445,0.05957895,0,0,0,0,
2024-05-17,222731768.923353,129792203.836524,998,0.1274218600485,19925.149396018,24397089.9363786,129812128.98592,0.0704795012119981,0.0652791362187892,0.0678793187153937,0.06638255,0.0188486,0.042615575,0,0,0,0,
2024-05-18,224704346.684957,129287908.843345,1000,0.133878791018462,19925.149396018,24403589.3257025,129307833.992741,0.0666102140740335,0.0750417345586705,0.070825974316352,0.06847035,0.0286452,0.048557775,0,0,0,0,
2024-05-19,225035675.829497,129993304.647253,1001,0.141021683497716,19925.149396018,24622218.0183656,130013229.796649,0.070956026930707,0.0670527920911738,0.0690044095109404,0.0717736,0.04864355,0.060208575,0,0,0,0,
2024-05-20,226501337.114025,130442732.605522,1010,0.13529557078321,19925.149396018,24785886.9933525,130462657.754918,0.0657872129939452,0.0659422517530629,0.0658647323735041,0.05924315,0.0388287,0.049035925,0,0,0,0,
2024-05-21,247963214.830835,129665544.616418,998,0.154290267174167,19925.149396018,25029524.2700588,129685469.765814,0.0725401218215458,0.069941413890942,0.0712407678562439,0.1438246,0.11138705,0.127605825,0,0,0,0,
2024-05-22,248374153.622599,129519728.089892,999,0.16298740384241,19925.149396018,25089405.8104378,129539653.239288,0.0732874149143157,0.0679923708071137,0.0706398928607147,0.13738965,0.13052035,0.133955,0,0,0,0,
2024-05-23,246033647.787126,127929130.938664,993,0.163743180461383,19925.149396018,25554536.0539566,127949056.08806,0.0806504931993774,0.0745465246655638,0.0775985089324706,0.1095,0.1095,0.1095,0,0,0,0,
2024-05-24,239689385.981339,127592937.322946,993,0.173333735456563,19925.149396018,25562087.1266951,127612862.472342,0.0881562940168736,0.072110676096291,0.0801334850565823,0.1095,0.1095,0.1095,0,0,0,0,
